BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'INDIA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'INDIA'
		)
order by
	value desc;
 ps_partkey |    value    
     995321 | 14602591.36
    1156680 | 14601220.86
    1349436 | 14597094.60
     663920 | 14594426.08
     626158 | 14568800.44
    1202338 | 14558570.33
    1652008 | 14535229.08
    1128899 | 14524542.92
    1918234 | 14522339.52
    1633743 | 14517061.92
    1612317 | 14485940.80
     165349 | 14444886.00
     614868 | 14443038.90
    1581186 | 14408853.84
      33679 | 14401492.85
    1636260 | 14386159.39
     613204 | 14385651.47
    1045369 | 14367292.16
    1376880 | 14356919.15
     573799 | 14341724.51
     150124 | 14339813.74
    1980877 | 14308606.72
     704012 | 14290262.04
     744381 | 14282357.16
     198236 | 14272696.38
    1636760 | 14242245.12
    1705016 | 14238101.71
    1223044 | 14218779.95
    1826234 | 14213681.80
     820601 | 14191657.95
    1196387 | 14164820.62
    1172532 | 14164244.65
    1822536 | 14164219.84
    1988453 | 14147299.70
    1003481 | 14137890.53
    1122986 | 14133577.42
      71550 | 14129408.00
    1591665 | 14124211.26
    1824676 | 14118153.65
     843689 | 14115815.14
     710192 | 14111403.43
     670669 | 14105900.68
     530002 | 14103269.18
    1370974 | 14097652.59
    1781049 | 14090129.62
    1368479 | 14073558.24
     920591 | 14061164.20
    1960248 | 14053766.56
     887472 | 14045305.97
     256173 | 14039853.52
     814159 | 14033693.16
     438941 | 14031127.91
    1292724 | 14013314.75
     995562 | 14012169.51
      53053 | 14011001.50
     758879 | 13997845.44
    1518371 | 13993448.10
    1477809 | 13990904.01
     807524 | 13987539.95
     848802 | 13979365.50
     817960 | 13969269.96
    1408844 | 13956796.12
    1111450 | 13956120.10
    1347627 | 13955868.24
     600794 | 13942931.81
     337907 | 13937767.98
     928481 | 13933786.86
    1096434 | 13931939.07
     340147 | 13918836.54
    1552090 | 13908579.19
     695851 | 13905269.28
     881261 | 13903667.52
     693770 | 13870976.90
    1783926 | 13865610.80
     918095 | 13862005.34
     986210 | 13856447.25
    1605839 | 13855543.80
     509292 | 13850565.18
     592903 | 13850484.67
     730970 | 13836095.83
    1822127 | 13809647.88
    1529550 | 13803569.50
     488884 | 13795382.59
    1627378 | 13794073.14
     989887 | 13784542.77
    1638530 | 13779243.68
     363466 | 13774708.16
     517701 | 13765483.15
    1845023 | 13763759.54
     863975 | 13758937.44
    1451499 | 13750962.94
    1221906 | 13743423.43
    1646184 | 13713664.50
     642718 | 13710322.98
     424597 | 13705913.41
     156427 | 13693907.48
     276751 | 13690259.81
     696152 | 13686838.74
     977055 | 13680206.96
    1077145 | 13667673.10
    1594334 | 13643369.83
    1613276 | 13642175.32
     153246 | 13632329.45
    1943382 | 13623295.86
    1362594 | 13621646.06
    1504772 | 13621158.52
     527608 | 13619290.16
     504504 | 13611049.30
      97163 | 13602591.84
    1867766 | 13602283.91
    1700758 | 13602062.07
    1513660 | 13596828.32
     376170 | 13586879.28
    1170213 | 13582719.00
     152953 | 13568749.82
     599072 | 13554348.00
    1606025 | 13532292.42
    1361684 | 13516430.60
     255115 | 13503497.82
    1285119 | 13499970.53
    1644601 | 13499255.09
     708098 | 13490861.33
     851704 | 13487510.76
     885022 | 13481685.96
     279130 | 13479091.66
    1411629 | 13473291.37
     624658 | 13472656.02
    1053542 | 13471404.16
    1743663 | 13470910.46
    1545565 | 13470489.94
    1422916 | 13468826.38
     714620 | 13463672.09
    1121164 | 13460178.34
     412865 | 13459002.27
     235251 | 13455299.88
    1225413 | 13455272.71
    1368268 | 13428171.28
    1274827 | 13411354.52
      23985 | 13410892.16
    1764685 | 13410063.05
     448813 | 13395279.07
    1405689 | 13363549.16
    1365809 | 13361242.33
    1249729 | 13356170.17
     407710 | 13352014.06
     929232 | 13346317.14
     637888 | 13342841.05
    1064704 | 13334158.91
    1681371 | 13332506.27
    1757490 | 13329046.40
     631569 | 13316353.96
     554385 | 13297924.22
     104399 | 13297174.37
       6049 | 13294200.05
     793025 | 13290233.07
    1549552 | 13279071.38
     787577 | 13265157.78
     617700 | 13263988.36
     630678 | 13252243.77
    1816471 | 13250898.63
      19322 | 13245075.36
     407293 | 13244353.26
    1791456 | 13241768.12
     136222 | 13233616.14
      80838 | 13219408.39
     276268 | 13216908.28
    1225023 | 13213502.75
     561960 | 13205373.03
    1689861 | 13194941.75
     348495 | 13187698.48
    1055587 | 13180009.78
    1991531 | 13174833.38
    1827508 | 13170331.98
    1777369 | 13162419.14
     548486 | 13158092.07
     396497 | 13156561.24
    1755195 | 13155673.96
     930134 | 13142146.77
    1335829 | 13135269.50
     514694 | 13120260.04
     798190 | 13118408.63
    1982676 | 13118092.68
    1377247 | 13096131.36
     497587 | 13091414.16
    1149440 | 13086938.93
     571046 | 13081515.40
     585228 | 13069401.39
     772716 | 13057411.86
     703039 | 13051093.76
     433480 | 13045519.12
    1890556 | 13043122.76
     687651 | 13033684.09
     250824 | 13032445.10
    1718542 | 13025048.21
    1704306 | 13022111.92
     741123 | 13015288.94
     502040 | 13012921.62
     588123 | 13010190.09
    1876120 | 13004743.13
     212832 | 12999999.73
    1485223 | 12996435.42
     525287 | 12993125.42
     871142 | 12982066.61
    1848552 | 12981836.04
    1359759 | 12980348.06
     804463 | 12975848.64
     822615 | 12973463.84
    1924086 | 12970194.94
    1457511 | 12966037.17
     296289 | 12960912.84
     366760 | 12953984.40
      72716 | 12950243.24
     957051 | 12946937.05
     848947 | 12943330.17
     203918 | 12934307.10
    1653892 | 12931605.80
    1868556 | 12931425.76
    1058679 | 12922300.38
    1809793 | 12922028.30
    1660980 | 12918223.00
     343302 | 12914769.28
    1632367 | 12910650.74
    1774822 | 12907207.00
     582158 | 12898830.78
    1443360 | 12889680.36
    1642328 | 12879394.59
    1642628 | 12875910.38
    1417733 | 12868569.36
     676396 | 12865802.62
     726156 | 12861943.40
    1069821 | 12857011.03
     876250 | 12840455.93
     616763 | 12839662.43
     831049 | 12823285.14
     306166 | 12822879.15
     374229 | 12818035.41
    1254779 | 12816210.85
     731216 | 12804137.38
    1437194 | 12784429.42
     863374 | 12782521.33
     499655 | 12768686.21
     293588 | 12763166.36
    1513727 | 12753425.30
    1694226 | 12750308.58
     718590 | 12736516.19
    1618614 | 12728887.05
    1067584 | 12727313.13
     419245 | 12724560.13
    1553679 | 12724360.07
     880091 | 12722662.15
    1720135 | 12718749.38
    1310519 | 12709105.56
     683389 | 12703298.21
     652876 | 12702136.97
     520183 | 12688576.69
    1796286 | 12687636.08
     858951 | 12685973.76
    1915986 | 12685489.63
    1432799 | 12682604.47
     758184 | 12677630.09
     748900 | 12672511.23
    1042574 | 12667393.44
    1976958 | 12647322.90
    1867547 | 12632784.97
    1214697 | 12632202.42
     285678 | 12623463.76
    1346168 | 12622236.03
     382867 | 12618536.48
     403122 | 12616370.83
    1458939 | 12613103.91
     808375 | 12612680.00
     857490 | 12610203.59
      15822 | 12603633.79
     873793 | 12601131.40
    1050501 | 12600543.34
     822548 | 12600151.03
     279250 | 12598848.62
    1435965 | 12597792.96
     292225 | 12588175.70
    1602179 | 12584278.44
    1084545 | 12583198.32
     584788 | 12577878.52
    1650772 | 12576628.21
    1411225 | 12574153.84
    1778839 | 12572726.41
     708968 | 12564224.54
    1317825 | 12562511.22
     666420 | 12554772.35
    1331081 | 12553247.64
    1023458 | 12546497.99
     831309 | 12540460.44
    1954611 | 12534551.44
      94043 | 12534426.59
    1009214 | 12533589.33
    1715791 | 12527363.59
    1994546 | 12521724.28
     381330 | 12520122.23
    1296434 | 12516078.68
    1480804 | 12514320.73
    1973785 | 12493913.91
    1486294 | 12491310.86
    1031292 | 12488147.80
    1673990 | 12487554.63
     296164 | 12483158.77
      61216 | 12479431.12
    1161213 | 12478779.42
    1454392 | 12478471.11
     939156 | 12478032.41
    1251788 | 12475317.34
    1437859 | 12472735.70
     520681 | 12446565.97
    1302043 | 12445149.37
     809817 | 12442066.68
     460192 | 12440283.48
    1866515 | 12436003.90
    1687746 | 12431127.62
     597578 | 12426971.04
    1280576 | 12419833.97
    1962711 | 12416067.90
     627707 | 12414182.87
     650035 | 12412605.46
    1537667 | 12396055.56
    1191338 | 12393330.49
    1588593 | 12376899.67
     436529 | 12365732.73
     590798 | 12363635.55
    1723921 | 12360509.41
    1207405 | 12342773.70
    1659661 | 12342279.68
    1137783 | 12340073.27
    1492122 | 12326889.86
     496216 | 12325441.59
    1155410 | 12321662.02
    1138530 | 12319155.83
    1103888 | 12317790.69
    1694492 | 12317343.90
     128755 | 12313211.41
    1391096 | 12312931.15
     214345 | 12311196.16
    1374278 | 12309498.94
     957948 | 12292122.60
    1008852 | 12291211.38
     148806 | 12273328.84
     396976 | 12272539.89
    1022268 | 12258502.83
    1257700 | 12256469.24
     443572 | 12254916.30
    1362524 | 12250912.98
     538593 | 12234127.54
      11273 | 12219063.12
     332314 | 12215166.41
    1441116 | 12206914.53
    1504304 | 12204571.68
     961765 | 12204143.46
     502568 | 12203318.30
    1041901 | 12198579.38
    1419029 | 12192601.60
     210249 | 12189563.41
    1871170 | 12188788.77
    1837710 | 12175726.15
    1260262 | 12173023.52
     131277 | 12170457.98
    1873777 | 12170316.21
    1938415 | 12167178.16
    1829648 | 12158617.84
    1125562 | 12153565.17
       4028 | 12153155.99
    1891453 | 12153039.47
     733881 | 12150347.00
    1186772 | 12149324.77
    1692768 | 12148742.57
     471046 | 12146795.07
     866080 | 12146544.71
     418434 | 12144932.39
    1356082 | 12143899.08
    1286458 | 12141631.51
     764742 | 12141083.61
    1542630 | 12139853.07
     125034 | 12133483.70
    1622191 | 12129205.48
     691701 | 12126409.90
     868585 | 12121509.60
     488589 | 12114472.16
     355527 | 12113012.39
    1192579 | 12107100.83
     273657 | 12104070.98
     772829 | 12103920.86
     496749 | 12103495.27
    1427684 | 12102031.90
     195562 | 12099793.20
     552030 | 12099709.99
    1448412 | 12095528.89
    1519587 | 12092173.41
     716109 | 12091650.63
     501326 | 12082394.28
    1897064 | 12079603.96
    1655298 | 12078384.44
     806025 | 12077427.02
    1534355 | 12062681.80
     787717 | 12060650.03
    1680314 | 12058119.91
    1690303 | 12055305.60
    1363370 | 12047818.87
    1647938 | 12035363.38
     713928 | 12033975.99
      97824 | 12033897.49
     292146 | 12033658.91
    1876418 | 12031735.04
     980787 | 12031581.04
     361541 | 12024695.14
    1133401 | 12018930.40
    1117794 | 12017906.21
    1639021 | 12014849.94
       2082 | 11999587.14
     891419 | 11998721.08
    1106142 | 11997156.69
    1332477 | 11995861.09
     839541 | 11995311.59
     124838 | 11989982.16
    1066105 | 11989734.30
      72581 | 11989610.48
     232202 | 11981264.37
     238010 | 11977109.93
     200031 | 11973522.48
    1771124 | 11965063.59
    1637996 | 11954795.46
    1901215 | 11954098.78
    1988581 | 11948125.22
     697926 | 11947514.29
    1894788 | 11938684.16
     297568 | 11935930.71
    1872079 | 11932875.18
    1123637 | 11931680.49
    1430184 | 11930465.37
    1795118 | 11928607.79
    1471133 | 11928415.95
    1171142 | 11925341.14
    1722058 | 11919151.60
     520207 | 11916395.40
     523359 | 11914541.83
     978378 | 11914373.22
    1024104 | 11912647.83
    1254514 | 11912585.40
    1698080 | 11912059.77
    1648985 | 11906770.28
     112747 | 11906730.90
    1822057 | 11906280.10
    1930174 | 11899224.10
    1066539 | 11897734.17
    1137488 | 11893439.43
    1799323 | 11891683.57
    1131702 | 11890739.38
    1577105 | 11885948.30
    1769025 | 11878643.20
    1391545 | 11871722.32
    1271191 | 11858117.16
     289523 | 11844916.51
    1253775 | 11844816.75
     424361 | 11844014.62
     263012 | 11843908.54
    1397824 | 11843054.70
    1656550 | 11840313.59
      44223 | 11838012.00
    1432497 | 11827915.86
    1519447 | 11820708.19
      32431 | 11815029.50
    1168527 | 11812472.08
     187358 | 11810298.56
    1046166 | 11804486.69
      18493 | 11804386.71
     600281 | 11803257.66
    1010627 | 11803056.54
     418692 | 11802017.48
     776958 | 11801737.53
     733025 | 11801411.62
     171261 | 11799275.05
    1943678 | 11798577.92
    1074397 | 11797013.56
     152541 | 11792284.11
    1230805 | 11792096.80
     333696 | 11790982.36
    1358640 | 11788252.69
     761657 | 11773705.61
     650878 | 11771572.50
     359753 | 11770575.82
    1342969 | 11770340.70
     821493 | 11768374.28
     368715 | 11763164.20
    1205748 | 11761761.80
     491619 | 11746768.35
    1137386 | 11734798.26
     896168 | 11734551.52
     932174 | 11733221.69
     685028 | 11730869.78
     355601 | 11726962.98
      14848 | 11725505.43
     711407 | 11725278.81
    1569832 | 11724901.07
    1119897 | 11716696.30
      99436 | 11716653.62
     285037 | 11715920.53
     920681 | 11714912.64
     896159 | 11712498.40
    1836073 | 11711427.63
     930061 | 11710160.48
     780454 | 11707146.15
    1657366 | 11701861.93
    1935169 | 11695147.56
    1638833 | 11694850.02
    1671138 | 11694062.76
    1405841 | 11690130.94
     898003 | 11688019.13
    1041797 | 11681788.27
    1893906 | 11681349.56
     511966 | 11677933.76
      71723 | 11668837.06
    1770101 | 11665260.21
      91144 | 11662072.17
     272372 | 11658497.85
     898188 | 11653387.26
    1704757 | 11653326.12
    1555201 | 11651973.16
    1572488 | 11651727.28
     869006 | 11651549.23
    1410417 | 11647269.90
     600945 | 11640874.66
    1202069 | 11632127.94
    1891222 | 11631046.72
     849086 | 11630030.84
     968696 | 11625390.68
     415013 | 11623591.85
    1445018 | 11622718.20
    1922666 | 11622558.02
    1497902 | 11621591.07
    1552067 | 11619317.32
    1964059 | 11617220.48
     259049 | 11615626.58
     916638 | 11611451.28
     934861 | 11610057.45
    1746645 | 11609539.12
    1894262 | 11605534.77
     179231 | 11604167.91
     286539 | 11603681.60
    1332304 | 11600854.68
    1656992 | 11594596.44
    1685849 | 11588912.12
     848977 | 11585474.63
     878500 | 11579825.17
    1535553 | 11579383.24
     309201 | 11572828.84
    1628973 | 11571329.93
     187981 | 11571308.73
     349226 | 11571181.01
     842752 | 11569208.66
    1223674 | 11560323.23
     585889 | 11556772.70
     393689 | 11552106.86
    1270041 | 11551787.32
     555840 | 11546779.56
     472036 | 11545729.32
       4682 | 11540753.30
     183399 | 11539922.39
    1521452 | 11535303.78
    1226857 | 11534654.38
    1553812 | 11533650.11
    1780212 | 11533130.70
    1895809 | 11528124.66
    1494477 | 11521919.09
    1387345 | 11520311.08
     303246 | 11513960.23
    1350912 | 11511807.10
    1794024 | 11508313.62
     850270 | 11502464.33
     810243 | 11502378.00
     235504 | 11500115.68
    1386874 | 11485481.87
     588227 | 11484138.56
     646758 | 11482121.72
     555585 | 11479557.01
     192699 | 11479457.52
    1043636 | 11479066.68
      16504 | 11471868.13
     103187 | 11471450.66
    1546646 | 11470589.34
    1235591 | 11469661.30
    1836747 | 11458709.08
    1298441 | 11454410.70
    1901831 | 11453440.10
    1971560 | 11443029.33
    1395987 | 11441280.72
     658549 | 11439954.66
     859408 | 11438291.58
    1139627 | 11429424.51
    1062208 | 11426844.27
    1482771 | 11417854.63
    1160049 | 11408722.02
     509914 | 11406324.20
    1125867 | 11405736.48
    1111991 | 11405350.84
     888593 | 11403155.70
     794004 | 11400435.40
     392595 | 11399642.88
    1757366 | 11396982.81
    1518016 | 11395479.76
     421696 | 11387014.65
    1328239 | 11385501.84
     102849 | 11383986.65
     974742 | 11382327.20
     305607 | 11373661.13
    1065992 | 11372527.55
    1759830 | 11370146.72
     918294 | 11369532.30
    1447573 | 11369335.40
     771983 | 11362280.80
     716949 | 11362090.90
    1757540 | 11361100.64
     570316 | 11360569.34
    1767791 | 11355814.37
    1030921 | 11352777.38
      99753 | 11351298.01
    1367409 | 11348883.42
    1736257 | 11344985.24
    1042748 | 11342925.88
    1347275 | 11340867.39
    1908090 | 11339746.94
     802835 | 11336286.66
     182431 | 11334438.30
    1746640 | 11333853.76
    1599258 | 11331764.28
     867390 | 11330056.17
    1017064 | 11327975.75
     227472 | 11327706.66
       7317 | 11326679.58
     248090 | 11324903.96
     114858 | 11323942.35
     942588 | 11318528.40
     310200 | 11317776.51
     555428 | 11310577.61
     341247 | 11308944.96
     286024 | 11307601.04
    1500347 | 11307190.62
    1328077 | 11305691.99
    1788836 | 11303678.36
     402702 | 11300753.23
     460500 | 11300223.16
    1930329 | 11298888.20
    1144065 | 11297595.34
     899100 | 11294162.76
    1290190 | 11291749.18
     999684 | 11290028.80
    1746905 | 11289139.46
     186250 | 11287801.00
     211026 | 11287290.98
    1880421 | 11283208.74
     266470 | 11277898.35
     176175 | 11277759.23
     144488 | 11277560.28
    1370451 | 11274924.83
    1810624 | 11274288.87
    1474810 | 11273956.86
     622932 | 11272873.38
    1138434 | 11269907.06
     243552 | 11264291.84
    1516427 | 11263800.81
    1035420 | 11258659.11
      27567 | 11252941.22
    1140832 | 11251723.77
     801240 | 11246445.35
     681171 | 11243357.46
    1276595 | 11243231.72
     490527 | 11242832.28
     386969 | 11242392.76
     603247 | 11240662.88
     620028 | 11240534.47
    1158244 | 11227802.72
    1400852 | 11224954.65
    1241381 | 11221575.68
     373477 | 11221302.34
     299561 | 11219349.30
      63601 | 11218168.83
    1062034 | 11217620.36
    1288936 | 11215418.31
      19043 | 11214586.26
      79232 | 11214126.58
    1985131 | 11209244.59
      85420 | 11206036.16
      51513 | 11205169.49
     787211 | 11204351.44
    1291319 | 11202918.27
    1484717 | 11200286.53
     874722 | 11197972.74
     694572 | 11194236.48
     876602 | 11194173.77
     952581 | 11193812.12
     513783 | 11184492.96
    1581262 | 11184312.81
    1300336 | 11183708.28
     786232 | 11182390.29
     818071 | 11180671.04
    1146564 | 11179176.94
     612657 | 11171890.22
     536310 | 11170871.60
    1884587 | 11162850.44
     536550 | 11162827.17
     297822 | 11158109.38
     475830 | 11157860.22
     220149 | 11157365.20
     278895 | 11156334.49
    1614747 | 11153422.38
    1787533 | 11151339.84
    1796141 | 11146443.79
    1177127 | 11144645.55
    1468076 | 11139690.63
     200930 | 11132841.93
    1323123 | 11128040.08
    1675830 | 11127595.34
    1468994 | 11123469.42
     320356 | 11120323.93
    1880473 | 11119989.92
     408525 | 11119180.54
     794238 | 11118418.31
     796909 | 11116871.34
    1071424 | 11116004.74
    1342361 | 11114539.42
     512327 | 11111555.07
     874445 | 11111041.21
     979639 | 11106291.48
     648795 | 11104363.84
    1890053 | 11102869.50
     565836 | 11102336.14
     246168 | 11102165.69
      29648 | 11098559.68
    1121348 | 11091378.25
    1686743 | 11091308.26
     380737 | 11090879.08
    1487506 | 11089639.24
    1747549 | 11082993.44
    1017048 | 11076808.44
    1866395 | 11073872.25
        341 | 11069623.48
       7078 | 11069310.67
     797962 | 11068853.17
     988967 | 11068324.66
     180598 | 11067621.18
     883329 | 11054282.68
    1879568 | 11050455.87
    1939603 | 11048077.10
    1403797 | 11046438.10
    1816551 | 11045978.57
    1369559 | 11045136.06
    1630855 | 11043277.34
    1506066 | 11038416.72
    1987693 | 11036292.01
    1410951 | 11036246.13
     415156 | 11032793.94
    1962552 | 11025740.50
     610735 | 11019204.02
     928913 | 11018847.74
    1854550 | 11014363.05
     405439 | 11009621.15
     364190 | 11009090.48
     892827 | 11006025.83
    1445093 | 11000126.08
     650792 | 10996784.92
     573491 | 10992368.00
     691738 | 10989474.75
    1601438 | 10987517.74
    1267801 | 10987229.48
    1603556 | 10980593.53
    1800196 | 10980130.93
     697583 | 10979315.69
    1095670 | 10976718.08
     160458 | 10976032.08
    1676311 | 10973549.79
     673630 | 10973154.57
    1330600 | 10966582.80
    1118262 | 10965675.50
     472285 | 10956518.35
     106597 | 10953868.52
     963135 | 10951873.68
    1728172 | 10949081.70
      86273 | 10947880.41
    1770093 | 10947824.76
     657601 | 10945532.28
     506193 | 10944841.20
    1643082 | 10943028.97
    1297972 | 10942775.26
    1389056 | 10941790.21
     849265 | 10938506.88
    1182344 | 10938179.09
    1980212 | 10933822.53
     896101 | 10931843.14
     281004 | 10930812.17
    1336085 | 10929240.09
    1895053 | 10927421.33
     471745 | 10925619.13
     455456 | 10921344.91
    1061687 | 10919376.26
     380013 | 10918065.97
     201596 | 10916685.36
     623971 | 10916452.55
    1853998 | 10915421.00
    1085352 | 10914374.95
    1360842 | 10913281.62
     569043 | 10911980.03
     717598 | 10903800.59
     227688 | 10899091.01
     223167 | 10898026.50
     954648 | 10892827.94
     795618 | 10892203.41
     488281 | 10890391.93
    1646454 | 10884610.92
    1944677 | 10884383.02
     230744 | 10883876.22
     720027 | 10882757.34
     373284 | 10877733.32
    1134046 | 10875071.45
    1020180 | 10874775.68
    1588348 | 10874610.04
     680314 | 10865670.58
     422364 | 10864724.04
    1903864 | 10861907.97
    1746125 | 10861488.52
    1528115 | 10859962.01
     498080 | 10859187.19
     943572 | 10858736.04
     479771 | 10851598.91
      55898 | 10851400.30
    1596194 | 10851131.64
    1216896 | 10848512.04
       5166 | 10846826.88
    1736028 | 10844873.64
    1254568 | 10843887.89
     375098 | 10843749.80
    1298659 | 10841454.94
     239527 | 10839422.71
    1646550 | 10838345.32
      74233 | 10835811.67
     288556 | 10835325.57
    1927063 | 10834694.30
    1722921 | 10831492.51
     630855 | 10829605.30
     177419 | 10826726.12
    1428908 | 10825195.56
    1383499 | 10823784.58
    1256420 | 10816103.11
    1885580 | 10813381.36
    1729215 | 10810727.37
    1321153 | 10809538.95
     692062 | 10808507.50
    1019040 | 10805379.87
    1948569 | 10805223.74
    1263138 | 10804987.91
    1790061 | 10799682.80
     779027 | 10798562.28
     738009 | 10798110.66
     227459 | 10796522.06
     343285 | 10792055.52
    1658935 | 10790204.32
     482535 | 10789863.96
    1292048 | 10788982.26
      88593 | 10786906.49
    1601802 | 10786516.56
     985644 | 10786500.36
    1221398 | 10785401.68
    1097575 | 10783546.35
    1147565 | 10780968.71
    1182662 | 10778565.61
    1532581 | 10778049.65
     724691 | 10772638.08
    1811958 | 10771661.85
     473325 | 10769008.88
    1456552 | 10765786.47
     434770 | 10765467.08
      10420 | 10764889.92
    1178664 | 10757281.35
     456574 | 10755025.06
    1344532 | 10752781.14
     385585 | 10751200.68
    1353252 | 10749936.03
    1188597 | 10745622.87
     120689 | 10744807.30
     317137 | 10742476.62
    1297571 | 10741014.96
     595321 | 10740298.83
     233117 | 10739772.12
     826489 | 10739344.83
    1833235 | 10737596.24
     135187 | 10737441.68
    1314829 | 10736497.58
     231336 | 10733997.48
    1414055 | 10731977.92
     571743 | 10730645.16
    1286539 | 10728033.84
    1704775 | 10726435.09
     582192 | 10725684.06
     818681 | 10720179.42
     982356 | 10714669.88
    1185347 | 10713263.36
     589146 | 10712909.68
     604062 | 10703906.13
     820678 | 10701796.84
    1227943 | 10700904.50
    1162064 | 10700327.98
     472367 | 10700310.06
     381476 | 10695031.86
    1389044 | 10694918.00
    1938555 | 10690333.95
    1466305 | 10689864.69
    1932714 | 10689619.90
    1701391 | 10689278.66
    1378786 | 10689133.78
    1202120 | 10688422.01
    1277587 | 10687725.18
     309176 | 10686465.94
    1311322 | 10686423.36
    1643100 | 10686106.80
     904223 | 10686081.65
     548627 | 10681288.31
    1898315 | 10680130.17
     681557 | 10677800.10
    1708512 | 10676363.77
     663144 | 10676282.88
    1953555 | 10673245.88
    1355404 | 10671765.21
    1356093 | 10670027.84
    1265676 | 10666042.73
    1605424 | 10661948.46
    1804742 | 10660747.99
      38638 | 10660170.31
    1877013 | 10659447.63
     810030 | 10653345.50
     489897 | 10648815.60
    1359704 | 10647724.83
    1497783 | 10646406.27
    1844901 | 10645039.43
     306004 | 10639509.65
     654326 | 10637526.13
     122375 | 10633720.95
     621169 | 10628708.72
     944112 | 10628364.59
     732487 | 10625891.95
    1428811 | 10625708.00
     443548 | 10624749.19
    1462064 | 10624167.98
    1191622 | 10614888.33
     119402 | 10612964.39
     322808 | 10612488.26
    1082571 | 10609513.10
    1304751 | 10609119.11
    1592630 | 10609018.95
    1538563 | 10606557.39
    1549727 | 10606091.52
     796160 | 10604008.38
     341504 | 10600085.58
     462756 | 10595653.06
     960013 | 10590623.08
     650782 | 10589034.00
    1780974 | 10586902.02
    1913536 | 10586778.97
