ctime,relname,pid,mode,granted
1653668335.611511,pg_index_indexrelid_index,15972,AccessShareLock,t
1653668335.611511,pg_index_indrelid_index,15972,AccessShareLock,t
1653668335.611511,pg_namespace,15972,AccessShareLock,t
1653668335.611511,pg_namespace_nspname_index,15972,AccessShareLock,t
1653668335.611511,pg_namespace_oid_index,15972,AccessShareLock,t
1653668395.615132,lineitem,15900,ShareLock,t
1653668395.615132,lineitem,15901,ShareLock,t
1653668395.615132,lineitem,15895,ShareLock,t
1653668395.615132,lineitem,15883,ShareLock,t
1653668395.615132,lineitem,15889,ShareLock,t
1653668395.615132,pg_cast,15983,AccessShareLock,t
1653668395.615132,pg_cast_source_target_index,15983,AccessShareLock,t
1653668395.615132,pg_index,15982,AccessShareLock,t
1653668395.615132,pg_index,15983,AccessShareLock,t
1653668395.615132,pg_index_indexrelid_index,15982,AccessShareLock,t
1653668395.615132,pg_index_indexrelid_index,15983,AccessShareLock,t
1653668395.615132,pg_index_indrelid_index,15983,AccessShareLock,t
1653668395.615132,pg_index_indrelid_index,15982,AccessShareLock,t
1653668395.615132,pg_namespace,15983,AccessShareLock,t
1653668395.615132,pg_namespace,15982,AccessShareLock,t
1653668395.615132,pg_namespace_nspname_index,15982,AccessShareLock,t
1653668395.615132,pg_namespace_nspname_index,15983,AccessShareLock,t
1653668395.615132,pg_namespace_oid_index,15983,AccessShareLock,t
1653668395.615132,pg_namespace_oid_index,15982,AccessShareLock,t
1653668395.615132,pg_opclass,15983,AccessShareLock,t
1653668395.615132,pg_opclass,15982,AccessShareLock,t
1653668395.615132,pg_opclass_am_name_nsp_index,15983,AccessShareLock,t
1653668455.610447,lineitem,15992,ShareUpdateExclusiveLock,t
1653668455.610447,lineitem_l_orderkey_idx_l_returnflag,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_orderkey_idx_part2,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_orderkey_l_suppkey_idx,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_orderkey_l_suppkey_l_quantity_idx,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_partkey_l_quantity_l_shipmode_idx,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_partkey_l_suppkey_l_shipdate_l_quantity_idx,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_receiptdate_idx,15992,RowExclusiveLock,t
1653668455.610447,lineitem_l_shipdate_idx,15992,RowExclusiveLock,t
1653668455.610447,pk_lineitem,15992,RowExclusiveLock,t
