ctime,datid,datname,pid,leader_pid,usesysid,usename,application_name,client_addr,client_hostname,client_port,backend_start,xact_start,query_start,state_change,wait_event_type,wait_event,state,backend_xid,backend_xmin,query_id,query,backend_type
1719457603.416089,4263817,dbt7,2854488,,10,markwkm,psql,,,-1,2024-06-27 03:06:43.415314+00,,,2024-06-27 03:06:43.418759+00,,,idle,,,,"",client backend
1719457603.416089,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457603.416089,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457603.416089,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457663.427150,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457663.427150,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457663.427150,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:05:43.470605+00,2024-06-27 03:05:43.470605+00,2024-06-27 03:05:43.470605+00,,,active,,4813687,,"with customer_total_return as
(select sr_customer_sk as ctr_customer_sk
,sr_store_sk as ctr_store_sk
,sum(SR_RETURN_AMT) as ctr_total_return
from store_returns
,date_dim
where sr_returned_date_sk = d_date_sk
and d_year =2000
group by sr_customer_sk
,sr_store_sk)
 select  c_customer_id
from customer_total_return ctr1
,store
,customer
where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2
from customer_total_return ctr2
where ctr1.ctr_store_sk = ctr2.ctr_store_sk)
and s_store_sk = ctr1.ctr_store_sk
and s_state = 'TN'
and ctr1.ctr_customer_sk = c_customer_sk
order by c_customer_id
limit 100;",client backend
1719457663.427150,4263817,dbt7,2854685,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.422564+00,2024-06-27 03:07:43.426077+00,2024-06-27 03:07:43.426077+00,2024-06-27 03:07:43.426078+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,4263817,dbt7,2854686,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.423522+00,2024-06-27 03:07:43.42715+00,2024-06-27 03:07:43.42715+00,2024-06-27 03:07:43.427151+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,4263817,dbt7,2854687,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.4241+00,,2024-06-27 03:07:43.427484+00,2024-06-27 03:07:43.429803+00,,,idle,,,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_progress_vacuum) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,4263817,dbt7,2854688,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.425141+00,2024-06-27 03:07:43.428734+00,2024-06-27 03:07:43.428734+00,2024-06-27 03:07:43.428735+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_replication) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,4263817,dbt7,2854689,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.425722+00,2024-06-27 03:07:43.429496+00,2024-06-27 03:07:43.429496+00,2024-06-27 03:07:43.429497+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,4263817,dbt7,2854690,,10,markwkm,psql,,,-1,2024-06-27 03:07:43.426218+00,2024-06-27 03:07:43.429611+00,2024-06-27 03:07:43.429611+00,2024-06-27 03:07:43.429611+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_wal_receiver) TO STDOUT (FORMAT CSV);",client backend
1719457663.427150,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457663.427150,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457663.427150,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457723.435018,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457723.435018,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457723.435018,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:05:43.470605+00,2024-06-27 03:05:43.470605+00,2024-06-27 03:05:43.470605+00,,,active,,4813687,,"with customer_total_return as
(select sr_customer_sk as ctr_customer_sk
,sr_store_sk as ctr_store_sk
,sum(SR_RETURN_AMT) as ctr_total_return
from store_returns
,date_dim
where sr_returned_date_sk = d_date_sk
and d_year =2000
group by sr_customer_sk
,sr_store_sk)
 select  c_customer_id
from customer_total_return ctr1
,store
,customer
where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2
from customer_total_return ctr2
where ctr1.ctr_store_sk = ctr2.ctr_store_sk)
and s_store_sk = ctr1.ctr_store_sk
and s_state = 'TN'
and ctr1.ctr_customer_sk = c_customer_sk
order by c_customer_id
limit 100;",client backend
1719457723.435018,4263817,dbt7,2854888,,10,markwkm,psql,,,-1,2024-06-27 03:08:43.431583+00,2024-06-27 03:08:43.435018+00,2024-06-27 03:08:43.435018+00,2024-06-27 03:08:43.435019+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457723.435018,4263817,dbt7,2854889,,10,markwkm,psql,,,-1,2024-06-27 03:08:43.432166+00,2024-06-27 03:08:43.435626+00,2024-06-27 03:08:43.435626+00,2024-06-27 03:08:43.435627+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime,
datname, nspname, relname, pg_locks.*
FROM pg_locks, pg_class, pg_namespace, pg_database
WHERE relfilenode = relation
  AND relnamespace = pg_namespace.oid
  AND database = pg_database.oid
  AND current_database() = datname
ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1719457723.435018,4263817,dbt7,2854890,,10,markwkm,psql,,,-1,2024-06-27 03:08:43.433431+00,2024-06-27 03:08:43.436998+00,2024-06-27 03:08:43.436998+00,2024-06-27 03:08:43.436999+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1719457723.435018,4263817,dbt7,2854891,,10,markwkm,psql,,,-1,2024-06-27 03:08:43.433989+00,2024-06-27 03:08:43.437484+00,2024-06-27 03:08:43.437484+00,2024-06-27 03:08:43.437485+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1719457723.435018,4263817,dbt7,2854892,,10,markwkm,psql,,,-1,2024-06-27 03:08:43.434537+00,2024-06-27 03:08:43.437947+00,2024-06-27 03:08:43.437947+00,2024-06-27 03:08:43.437948+00,,,active,,4813687,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_progress_vacuum) TO STDOUT (FORMAT CSV);",client backend
1719457723.435018,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457723.435018,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457723.435018,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457783.448077,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457783.448077,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457783.448077,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139526+00,,,active,,4813693,,"with year_total as (
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_login customer_login
       ,c_email_address customer_email_address
       ,d_year dyear
       ,sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total
       ,'s' sale_type
 from customer
     ,store_sales
     ,date_dim
 where c_customer_sk = ss_customer_sk
   and ss_sold_date_sk = d_date_sk
 group by c_customer_id
         ,c_first_name
         ,c_last_name
         ,c_preferred_cust_flag
         ,c_birth_country
         ,c_login
         ,c_email_address
         ,d_year
 union all
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_lo",client backend
1719457783.448077,4263817,dbt7,2855096,,10,markwkm,psql,,,-1,2024-06-27 03:09:43.444556+00,2024-06-27 03:09:43.448077+00,2024-06-27 03:09:43.448077+00,2024-06-27 03:09:43.448078+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457783.448077,4263817,dbt7,2855097,,10,markwkm,psql,,,-1,2024-06-27 03:09:43.446039+00,2024-06-27 03:09:43.449686+00,2024-06-27 03:09:43.449686+00,2024-06-27 03:09:43.449687+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1719457783.448077,4263817,dbt7,2855098,,10,markwkm,psql,,,-1,2024-06-27 03:09:43.446621+00,2024-06-27 03:09:43.450192+00,2024-06-27 03:09:43.450192+00,2024-06-27 03:09:43.450193+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_progress_cluster) TO STDOUT (FORMAT CSV);",client backend
1719457783.448077,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457783.448077,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457783.448077,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457843.457937,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457843.457937,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457843.457937,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139526+00,,,active,,4813693,,"with year_total as (
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_login customer_login
       ,c_email_address customer_email_address
       ,d_year dyear
       ,sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total
       ,'s' sale_type
 from customer
     ,store_sales
     ,date_dim
 where c_customer_sk = ss_customer_sk
   and ss_sold_date_sk = d_date_sk
 group by c_customer_id
         ,c_first_name
         ,c_last_name
         ,c_preferred_cust_flag
         ,c_birth_country
         ,c_login
         ,c_email_address
         ,d_year
 union all
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_lo",client backend
1719457843.457937,4263817,dbt7,2855303,,10,markwkm,psql,,,-1,2024-06-27 03:10:43.454536+00,2024-06-27 03:10:43.457937+00,2024-06-27 03:10:43.457937+00,2024-06-27 03:10:43.457938+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457843.457937,4263817,dbt7,2855304,,10,markwkm,psql,,,-1,2024-06-27 03:10:43.455982+00,2024-06-27 03:10:43.459611+00,2024-06-27 03:10:43.459611+00,2024-06-27 03:10:43.459611+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1719457843.457937,4263817,dbt7,2855305,,10,markwkm,psql,,,-1,2024-06-27 03:10:43.456455+00,2024-06-27 03:10:43.45995+00,2024-06-27 03:10:43.45995+00,2024-06-27 03:10:43.459951+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1719457843.457937,4263817,dbt7,2855306,,10,markwkm,psql,,,-1,2024-06-27 03:10:43.457024+00,2024-06-27 03:10:43.46056+00,2024-06-27 03:10:43.46056+00,2024-06-27 03:10:43.460561+00,,,active,,,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_progress_vacuum) TO STDOUT (FORMAT CSV);",client backend
1719457843.457937,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457843.457937,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457843.457937,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457903.478736,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457903.478736,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457903.478736,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139526+00,,,active,,4813693,,"with year_total as (
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_login customer_login
       ,c_email_address customer_email_address
       ,d_year dyear
       ,sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total
       ,'s' sale_type
 from customer
     ,store_sales
     ,date_dim
 where c_customer_sk = ss_customer_sk
   and ss_sold_date_sk = d_date_sk
 group by c_customer_id
         ,c_first_name
         ,c_last_name
         ,c_preferred_cust_flag
         ,c_birth_country
         ,c_login
         ,c_email_address
         ,d_year
 union all
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_lo",client backend
1719457903.478736,4263817,dbt7,2855520,,10,markwkm,psql,,,-1,2024-06-27 03:11:43.475381+00,2024-06-27 03:11:43.478736+00,2024-06-27 03:11:43.478736+00,2024-06-27 03:11:43.478737+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457903.478736,4263817,dbt7,2855511,,10,markwkm,psql,,,-1,2024-06-27 03:11:43.46929+00,2024-06-27 03:11:43.472839+00,2024-06-27 03:11:43.472839+00,2024-06-27 03:11:43.472839+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1719457903.478736,4263817,dbt7,2855515,,10,markwkm,psql,,,-1,2024-06-27 03:11:43.472399+00,2024-06-27 03:11:43.475855+00,2024-06-27 03:11:43.475855+00,2024-06-27 03:11:43.475856+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1719457903.478736,4263817,dbt7,2855521,,10,markwkm,psql,,,-1,2024-06-27 03:11:43.47591+00,2024-06-27 03:11:43.479309+00,2024-06-27 03:11:43.479309+00,2024-06-27 03:11:43.479309+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_subscription, pg_stat_subscription_stats
WHERE pg_stat_subscription.subid = pg_stat_subscription_stats.subid) TO STDOUT (FORMAT CSV);",client backend
1719457903.478736,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457903.478736,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457903.478736,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719457963.478387,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719457963.478387,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1719457963.478387,4263817,dbt7,2854286,,10,markwkm,psql,,,-1,2024-06-27 03:05:43.466495+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139525+00,2024-06-27 03:09:15.139526+00,,,active,,4813693,,"with year_total as (
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_login customer_login
       ,c_email_address customer_email_address
       ,d_year dyear
       ,sum(((ss_ext_list_price-ss_ext_wholesale_cost-ss_ext_discount_amt)+ss_ext_sales_price)/2) year_total
       ,'s' sale_type
 from customer
     ,store_sales
     ,date_dim
 where c_customer_sk = ss_customer_sk
   and ss_sold_date_sk = d_date_sk
 group by c_customer_id
         ,c_first_name
         ,c_last_name
         ,c_preferred_cust_flag
         ,c_birth_country
         ,c_login
         ,c_email_address
         ,d_year
 union all
 select c_customer_id customer_id
       ,c_first_name customer_first_name
       ,c_last_name customer_last_name
       ,c_preferred_cust_flag customer_preferred_cust_flag
       ,c_birth_country customer_birth_country
       ,c_lo",client backend
1719457963.478387,4263817,dbt7,2855709,,10,markwkm,psql,,,-1,2024-06-27 03:12:43.475174+00,2024-06-27 03:12:43.478387+00,2024-06-27 03:12:43.478387+00,2024-06-27 03:12:43.478388+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1719457963.478387,4263817,dbt7,2855710,,10,markwkm,psql,,,-1,2024-06-27 03:12:43.47639+00,2024-06-27 03:12:43.480015+00,2024-06-27 03:12:43.480015+00,2024-06-27 03:12:43.480016+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1719457963.478387,4263817,dbt7,2855711,,10,markwkm,psql,,,-1,2024-06-27 03:12:43.476864+00,2024-06-27 03:12:43.480166+00,2024-06-27 03:12:43.480166+00,2024-06-27 03:12:43.480167+00,,,active,,4813693,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime,
datname, nspname, relname, pg_locks.*
FROM pg_locks, pg_class, pg_namespace, pg_database
WHERE relfilenode = relation
  AND relnamespace = pg_namespace.oid
  AND database = pg_database.oid
  AND current_database() = datname
ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1719457963.478387,,,2559528,,,,"",,,,2024-06-26 00:36:03.450386+00,,,,Activity,BgWriterHibernate,,,,,"",background writer
1719457963.478387,,,2559527,,,,"",,,,2024-06-26 00:36:03.449941+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1719457963.478387,,,2559530,,,,"",,,,2024-06-26 00:36:03.456156+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1719458023.488922,,,2559531,,,,"",,,,2024-06-26 00:36:03.456573+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1719458023.488922,,,2559532,,10,markwkm,"",,,,2024-06-26 00:36:03.457075+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
