ctime,datid,datname,pid,leader_pid,usesysid,usename,application_name,client_addr,client_hostname,client_port,backend_start,xact_start,query_start,state_change,wait_event_type,wait_event,state,backend_xid,backend_xmin,query_id,query,backend_type
1654125270.979895,16384,dbt3,7683,,10,postgres,psql,,,-1,2022-06-01 23:14:30.975795+00,2022-06-01 23:14:30.978174+00,2022-06-01 23:14:30.978174+00,2022-06-01 23:14:30.978174+00,,,active,,3615,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125270.979895,16384,dbt3,7682,,10,postgres,psql,,,-1,2022-06-01 23:14:30.975452+00,2022-06-01 23:14:30.979895+00,2022-06-01 23:14:30.979895+00,2022-06-01 23:14:30.979896+00,,,active,,3615,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125270.979895,,,7586,,,,"",,,,2022-06-01 23:14:29.766405+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125270.979895,,,7585,,,,"",,,,2022-06-01 23:14:29.76628+00,,,,Activity,CheckpointerMain,,,,,"",checkpointer
1654125270.979895,,,7587,,,,"",,,,2022-06-01 23:14:29.766619+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125330.987584,,,7588,,,,"",,,,2022-06-01 23:14:29.766816+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125330.987584,,,7590,,10,postgres,"",,,,2022-06-01 23:14:29.767204+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125330.987584,16384,dbt3,7729,,10,postgres,psql,,,-1,2022-06-01 23:15:24.938193+00,2022-06-01 23:15:24.944592+00,2022-06-01 23:15:24.944592+00,2022-06-01 23:15:24.944593+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 2'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7728,,10,postgres,psql,,,-1,2022-06-01 23:15:24.93839+00,2022-06-01 23:15:24.943819+00,2022-06-01 23:15:24.943819+00,2022-06-01 23:15:24.943821+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 1'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7732,,10,postgres,psql,,,-1,2022-06-01 23:15:24.939233+00,2022-06-01 23:15:24.945904+00,2022-06-01 23:15:24.945904+00,2022-06-01 23:15:24.945905+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 6'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7731,,10,postgres,psql,,,-1,2022-06-01 23:15:24.939619+00,2022-06-01 23:15:24.946125+00,2022-06-01 23:15:24.946125+00,2022-06-01 23:15:24.946127+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 4'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7730,,10,postgres,psql,,,-1,2022-06-01 23:15:24.94208+00,2022-06-01 23:15:24.94802+00,2022-06-01 23:15:24.94802+00,2022-06-01 23:15:24.948021+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 3'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7733,,10,postgres,psql,,,-1,2022-06-01 23:15:24.944165+00,2022-06-01 23:15:24.946157+00,2022-06-01 23:15:24.946157+00,2022-06-01 23:15:24.946158+00,,,active,,3638,,"COPY customer
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T c -o -C 6 -S 5'
USING DELIMITERS '|';",client backend
1654125330.987584,16384,dbt3,7747,,10,postgres,psql,,,-1,2022-06-01 23:15:30.98263+00,2022-06-01 23:15:30.987584+00,2022-06-01 23:15:30.987584+00,2022-06-01 23:15:30.987586+00,,,active,,3638,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125330.987584,16384,dbt3,7748,,10,postgres,psql,,,-1,2022-06-01 23:15:30.986613+00,,,,,,,,,,"",client backend
1654125330.987584,,,7586,,,,"",,,,2022-06-01 23:14:29.766405+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125330.987584,,,7585,,,,"",,,,2022-06-01 23:14:29.76628+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125330.987584,,,7587,,,,"",,,,2022-06-01 23:14:29.766619+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125391.015687,,,7588,,,,"",,,,2022-06-01 23:14:29.766816+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125391.015687,,,7590,,10,postgres,"",,,,2022-06-01 23:14:29.767204+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125391.015687,16384,dbt3,7758,,10,postgres,psql,,,-1,2022-06-01 23:15:40.356325+00,2022-06-01 23:15:40.3592+00,2022-06-01 23:15:40.3592+00,2022-06-01 23:15:40.359202+00,,,active,3644,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 1'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7760,,10,postgres,psql,,,-1,2022-06-01 23:15:40.357102+00,2022-06-01 23:15:40.359438+00,2022-06-01 23:15:40.359438+00,2022-06-01 23:15:40.359439+00,,,active,3647,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 3'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7759,,10,postgres,psql,,,-1,2022-06-01 23:15:40.35719+00,2022-06-01 23:15:40.359704+00,2022-06-01 23:15:40.359704+00,2022-06-01 23:15:40.359705+00,,,active,3649,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 2'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7761,,10,postgres,psql,,,-1,2022-06-01 23:15:40.35838+00,2022-06-01 23:15:40.360757+00,2022-06-01 23:15:40.360757+00,2022-06-01 23:15:40.360759+00,,,active,3645,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 6'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7762,,10,postgres,psql,,,-1,2022-06-01 23:15:40.358905+00,2022-06-01 23:15:40.361353+00,2022-06-01 23:15:40.361353+00,2022-06-01 23:15:40.361354+00,,,active,3646,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 4'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7766,,10,postgres,psql,,,-1,2022-06-01 23:15:40.361237+00,2022-06-01 23:15:40.364569+00,2022-06-01 23:15:40.364569+00,2022-06-01 23:15:40.364571+00,,,active,3648,3644,,"COPY orders
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T O -o -C 6 -S 5'
USING DELIMITERS '|';",client backend
1654125391.015687,16384,dbt3,7770,,,,"",,,,2022-06-01 23:15:59.856055+00,2022-06-01 23:15:59.953456+00,2022-06-01 23:15:59.953456+00,2022-06-01 23:15:59.953457+00,Timeout,VacuumDelay,active,,3644,,autovacuum: VACUUM ANALYZE public.partsupp,autovacuum worker
1654125391.015687,16384,dbt3,7778,,10,postgres,psql,,,-1,2022-06-01 23:16:30.985559+00,2022-06-01 23:16:30.993147+00,2022-06-01 23:16:30.993147+00,2022-06-01 23:16:30.993149+00,,,active,,3644,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1654125391.015687,16384,dbt3,7782,,10,postgres,psql,,,-1,2022-06-01 23:16:31.008461+00,2022-06-01 23:16:31.015687+00,2022-06-01 23:16:31.015687+00,2022-06-01 23:16:31.015688+00,,,active,,3644,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125391.015687,,,7586,,,,"",,,,2022-06-01 23:14:29.766405+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125391.015687,,,7585,,,,"",,,,2022-06-01 23:14:29.76628+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125391.015687,,,7587,,,,"",,,,2022-06-01 23:14:29.766619+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125450.996531,,,7588,,,,"",,,,2022-06-01 23:14:29.766816+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125450.996531,,,7590,,10,postgres,"",,,,2022-06-01 23:14:29.767204+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125450.996531,16384,dbt3,7789,,10,postgres,psql,,,-1,2022-06-01 23:16:36.734436+00,2022-06-01 23:16:36.737675+00,2022-06-01 23:16:36.737675+00,2022-06-01 23:16:36.737676+00,LWLock,WALWrite,active,3651,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 1'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7790,,10,postgres,psql,,,-1,2022-06-01 23:16:36.734917+00,2022-06-01 23:16:36.73722+00,2022-06-01 23:16:36.73722+00,2022-06-01 23:16:36.737221+00,LWLock,WALWrite,active,3652,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 2'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7792,,10,postgres,psql,,,-1,2022-06-01 23:16:36.735757+00,2022-06-01 23:16:36.740813+00,2022-06-01 23:16:36.740813+00,2022-06-01 23:16:36.740814+00,LWLock,WALWrite,active,3653,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 6'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7791,,10,postgres,psql,,,-1,2022-06-01 23:16:36.736171+00,2022-06-01 23:16:36.739688+00,2022-06-01 23:16:36.739688+00,2022-06-01 23:16:36.73969+00,LWLock,WALWrite,active,3654,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 3'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7795,,10,postgres,psql,,,-1,2022-06-01 23:16:36.740885+00,2022-06-01 23:16:36.743222+00,2022-06-01 23:16:36.743222+00,2022-06-01 23:16:36.743224+00,LWLock,WALWrite,active,3655,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 4'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7797,,10,postgres,psql,,,-1,2022-06-01 23:16:36.742037+00,2022-06-01 23:16:36.744287+00,2022-06-01 23:16:36.744287+00,2022-06-01 23:16:36.744288+00,LWLock,WALWrite,active,3650,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 5'
USING DELIMITERS '|';",client backend
1654125450.996531,16384,dbt3,7809,,10,postgres,psql,,,-1,2022-06-01 23:17:30.993615+00,2022-06-01 23:17:30.996531+00,2022-06-01 23:17:30.996531+00,2022-06-01 23:17:30.996533+00,,,active,,3650,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125450.996531,16384,dbt3,7801,,,,"",,,,2022-06-01 23:16:59.879186+00,2022-06-01 23:16:59.907013+00,2022-06-01 23:16:59.907013+00,2022-06-01 23:16:59.907013+00,LWLock,WALWrite,active,,3650,,autovacuum: VACUUM ANALYZE public.orders,autovacuum worker
1654125450.996531,16384,dbt3,7810,,10,postgres,psql,,,-1,2022-06-01 23:17:30.995653+00,2022-06-01 23:17:30.998068+00,2022-06-01 23:17:30.998068+00,2022-06-01 23:17:30.998069+00,,,active,,3650,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1654125450.996531,,,7586,,,,"",,,,2022-06-01 23:14:29.766405+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125450.996531,,,7585,,,,"",,,,2022-06-01 23:14:29.76628+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125450.996531,,,7587,,,,"",,,,2022-06-01 23:14:29.766619+00,,,,IO,WALSync,,,,,"",walwriter
1654125511.009430,,,7588,,,,"",,,,2022-06-01 23:14:29.766816+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125511.009430,,,7590,,10,postgres,"",,,,2022-06-01 23:14:29.767204+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125511.009430,16384,dbt3,7789,,10,postgres,psql,,,-1,2022-06-01 23:16:36.734436+00,2022-06-01 23:16:36.737675+00,2022-06-01 23:16:36.737675+00,2022-06-01 23:16:36.737676+00,Lock,extend,active,3651,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 1'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7790,,10,postgres,psql,,,-1,2022-06-01 23:16:36.734917+00,2022-06-01 23:16:36.73722+00,2022-06-01 23:16:36.73722+00,2022-06-01 23:16:36.737221+00,,,active,3652,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 2'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7792,,10,postgres,psql,,,-1,2022-06-01 23:16:36.735757+00,2022-06-01 23:16:36.740813+00,2022-06-01 23:16:36.740813+00,2022-06-01 23:16:36.740814+00,LWLock,BufferContent,active,3653,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 6'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7791,,10,postgres,psql,,,-1,2022-06-01 23:16:36.736171+00,2022-06-01 23:16:36.739688+00,2022-06-01 23:16:36.739688+00,2022-06-01 23:16:36.73969+00,,,active,3654,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 3'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7795,,10,postgres,psql,,,-1,2022-06-01 23:16:36.740885+00,2022-06-01 23:16:36.743222+00,2022-06-01 23:16:36.743222+00,2022-06-01 23:16:36.743224+00,LWLock,BufferContent,active,3655,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 4'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7797,,10,postgres,psql,,,-1,2022-06-01 23:16:36.742037+00,2022-06-01 23:16:36.744287+00,2022-06-01 23:16:36.744287+00,2022-06-01 23:16:36.744288+00,Lock,extend,active,3650,3650,,"COPY lineitem
FROM PROGRAM
'/mnt/home/mark.wong/src/dbt3/src/dbgen/dbgen -s 10 -T L -o -C 6 -S 5'
USING DELIMITERS '|';",client backend
1654125511.009430,16384,dbt3,7824,,10,postgres,psql,,,-1,2022-06-01 23:18:31.006838+00,2022-06-01 23:18:31.00943+00,2022-06-01 23:18:31.00943+00,2022-06-01 23:18:31.009431+00,,,active,,3650,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125511.009430,16384,dbt3,7825,,10,postgres,psql,,,-1,2022-06-01 23:18:31.00723+00,2022-06-01 23:18:31.014908+00,2022-06-01 23:18:31.014908+00,2022-06-01 23:18:31.014909+00,,,active,,3650,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1654125511.009430,16384,dbt3,7827,,10,postgres,psql,,,-1,2022-06-01 23:18:31.007689+00,2022-06-01 23:18:31.012908+00,2022-06-01 23:18:31.012908+00,2022-06-01 23:18:31.012909+00,,,active,,3650,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1654125511.009430,,,7586,,,,"",,,,2022-06-01 23:14:29.766405+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125511.009430,,,7585,,,,"",,,,2022-06-01 23:14:29.76628+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125511.009430,,,7587,,,,"",,,,2022-06-01 23:14:29.766619+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125571.101308,,,7588,,,,"",,,,2022-06-01 23:14:29.766816+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125571.101308,,,7590,,10,postgres,"",,,,2022-06-01 23:14:29.767204+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125571.101308,16384,dbt3,7923,,10,postgres,psql,,,-1,2022-06-01 23:19:30.619436+00,2022-06-01 23:19:30.626451+00,2022-06-01 23:19:30.626451+00,2022-06-01 23:19:30.626452+00,,,active,,3661,,VACUUM ANALYZE supplier;,client backend
1654125571.101308,16384,dbt3,7878,,10,postgres,psql,,,-1,2022-06-01 23:19:28.796852+00,2022-06-01 23:19:28.801382+00,2022-06-01 23:19:28.801382+00,2022-06-01 23:19:28.801383+00,,,active,3661,3661,,"
CREATE UNIQUE INDEX pk_part
ON part (p_partkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7877,,10,postgres,psql,,,-1,2022-06-01 23:19:28.797145+00,2022-06-01 23:19:28.806558+00,2022-06-01 23:19:28.806558+00,2022-06-01 23:19:28.806559+00,IO,BufFileWrite,active,3668,3661,,"
CREATE UNIQUE INDEX pk_lineitem
ON lineitem (l_orderkey, l_linenumber)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7876,,10,postgres,psql,,,-1,2022-06-01 23:19:28.799335+00,2022-06-01 23:19:28.80189+00,2022-06-01 23:19:28.80189+00,2022-06-01 23:19:28.80189+00,,,active,3662,3661,,"
CREATE INDEX partsupp_ps_suppkey_idx
ON partsupp (ps_suppkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7875,,10,postgres,psql,,,-1,2022-06-01 23:19:28.800873+00,2022-06-01 23:19:28.804611+00,2022-06-01 23:19:28.804611+00,2022-06-01 23:19:28.804612+00,,,active,3665,3661,,"
CREATE INDEX part_p_type_p_partkey_idx
ON part(p_type, p_partkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7874,,10,postgres,psql,,,-1,2022-06-01 23:19:28.801321+00,2022-06-01 23:19:28.804212+00,2022-06-01 23:19:28.804212+00,2022-06-01 23:19:28.804213+00,,,active,3664,3661,,"
CREATE INDEX part_p_container_p_brand_p_partkey_idx
ON part(p_container, p_brand, p_partkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7885,,10,postgres,psql,,,-1,2022-06-01 23:19:28.801098+00,2022-06-01 23:19:28.805393+00,2022-06-01 23:19:28.805393+00,2022-06-01 23:19:28.805394+00,IO,DataFileWrite,active,3666,3661,,"
CREATE INDEX lineitem_l_orderkey_idx_l_returnflag
ON lineitem (l_orderkey)
WITH (fillfactor = 100)
WHERE l_returnflag = 'R';",client backend
1654125571.101308,16384,dbt3,7931,,10,postgres,psql,,,-1,2022-06-01 23:19:31.058661+00,2022-06-01 23:19:31.069615+00,2022-06-01 23:19:31.069615+00,2022-06-01 23:19:31.069618+00,,,active,,3661,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1654125571.101308,16384,dbt3,7884,,10,postgres,psql,,,-1,2022-06-01 23:19:28.803433+00,2022-06-01 23:19:28.806395+00,2022-06-01 23:19:28.806395+00,2022-06-01 23:19:28.806396+00,LWLock,BufferMapping,active,3667,3661,,"
CREATE INDEX orders_o_orderdate_idx
ON orders USING BRIN (o_orderdate);",client backend
1654125571.101308,16384,dbt3,7889,,10,postgres,psql,,,-1,2022-06-01 23:19:28.802775+00,2022-06-01 23:19:28.814458+00,2022-06-01 23:19:28.814458+00,2022-06-01 23:19:28.814459+00,,,active,3674,3661,,"
CREATE INDEX orders_o_custkey_idx
ON orders (o_custkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7886,,10,postgres,psql,,,-1,2022-06-01 23:19:28.80606+00,2022-06-01 23:19:28.809908+00,2022-06-01 23:19:28.809908+00,2022-06-01 23:19:28.809909+00,LWLock,BufferMapping,active,3670,3661,,"
CREATE UNIQUE INDEX pk_partsupp
ON partsupp (ps_partkey, ps_suppkey)
WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7879,,10,postgres,psql,,,-1,2022-06-01 23:19:28.803057+00,2022-06-01 23:19:28.80805+00,2022-06-01 23:19:28.80805+00,2022-06-01 23:19:28.808051+00,LWLock,BufferMapping,active,3677,3661,,"
CREATE UNIQUE INDEX pk_orders
ON orders (o_orderkey) WITH (fillfactor = 100);",client backend
1654125571.101308,16384,dbt3,7891,,10,postgres,psql,,,-1,2022-06-01 23:19:28.806379+00,2022-06-01 23:19:28.813291+00,2022-06-01 23:19:28.813291+00,2022-06-01 23:19:28.813292+00,LWLock,BufferMapping,active,3673,3661,,"
CREATE INDEX lineitem_l_shipdate_idx
ON lineitem USING BRIN (l_shipdate);",client backend
1654125571.101308,16384,dbt3,7897,7876,10,postgres,psql,,,,2022-06-01 23:19:28.808351+00,2022-06-01 23:19:28.80189+00,2022-06-01 23:19:28.80189+00,2022-06-01 23:19:28.819151+00,,,active,,3661,,"
CREATE INDEX partsupp_ps_suppkey_idx
ON partsupp (ps_suppkey)
WITH (fillfactor = 100);",parallel worker
1654125571.101308,16384,dbt3,7904,7885,10,postgres,psql,,,,2022-06-01 23:19:28.80856+00,2022-06-01 23:19:28.805393+00,2022-06-01 23:19:28.805393+00,2022-06-01 23:19:28.815043+00,,,active,,3661,,"
CREATE INDEX lineitem_l_orderkey_idx_l_returnflag
ON lineitem (l_orderkey)
WITH (fillfactor = 100)
WHERE l_returnflag = 'R';",parallel worker
