# hostname;interval;timestamp;DEV;tps;rkB/s;wkB/s;dkB/s;areq-sz;aqu-sz;await;%util
lithium;60;1683037117;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037117;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037117;vda3;3619.23;1425.80;83935.67;0.00;23.59;4.54;1.25;97.59
lithium;60;1683037117;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037177;vda;3775.08;988.87;81381.40;0.00;21.82;4.83;1.11;96.95
lithium;60;1683037177;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037177;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037177;vda3;3775.08;988.87;81381.40;0.00;21.82;4.21;1.11;96.95
lithium;60;1683037177;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037237;vda;3849.36;799.20;85059.29;0.00;22.30;4.34;0.97;97.25
lithium;60;1683037237;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037237;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037237;vda3;3849.36;799.20;85059.29;0.00;22.30;3.72;0.97;97.25
lithium;60;1683037237;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037297;vda;4019.18;790.87;90868.53;0.00;22.81;5.93;1.32;97.88
lithium;60;1683037297;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037297;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037297;vda3;4019.18;790.87;90868.53;0.00;22.81;5.30;1.32;97.88
lithium;60;1683037297;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037357;vda;3843.85;1015.80;81933.20;0.00;21.58;4.87;1.11;97.98
lithium;60;1683037357;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037357;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037357;vda3;3843.85;1015.80;81933.20;0.00;21.58;4.26;1.11;97.98
lithium;60;1683037357;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037417;vda;4032.52;1116.40;91972.00;0.00;23.08;5.41;1.19;97.40
lithium;60;1683037417;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037417;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037417;vda3;4032.52;1116.40;91972.00;0.00;23.08;4.79;1.19;97.40
lithium;60;1683037417;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037477;vda;4053.10;3069.73;86554.53;0.00;22.11;5.57;1.22;97.98
lithium;60;1683037477;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037477;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037477;vda3;4053.10;3069.73;86554.53;0.00;22.11;4.95;1.22;97.98
lithium;60;1683037477;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037537;vda;4176.80;896.80;91304.27;0.00;22.07;5.35;1.13;97.18
lithium;60;1683037537;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037537;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037537;vda3;4176.80;896.80;91304.27;0.00;22.07;4.73;1.13;97.18
lithium;60;1683037537;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037597;vda;3966.98;769.80;86170.73;0.00;21.92;5.50;1.23;96.94
lithium;60;1683037597;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037597;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037597;vda3;3966.98;769.80;86170.73;0.00;21.92;4.89;1.23;96.94
lithium;60;1683037597;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037657;vda;4418.40;7192.13;80950.73;0.00;19.95;4.35;0.85;97.72
lithium;60;1683037657;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037657;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037657;vda3;4418.40;7192.13;80950.73;0.00;19.95;3.74;0.85;97.72
lithium;60;1683037657;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037717;vda;3635.62;893.67;81776.80;0.00;22.74;4.84;1.17;97.17
lithium;60;1683037717;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037717;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037717;vda3;3635.62;893.67;81776.80;0.00;22.74;4.24;1.17;97.17
lithium;60;1683037717;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037777;vda;3931.57;863.33;87714.67;0.00;22.53;5.12;1.15;97.58
lithium;60;1683037777;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037777;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037777;vda3;3931.57;863.33;87714.67;0.00;22.53;4.51;1.15;97.58
lithium;60;1683037777;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037837;vda;3830.07;700.40;78592.73;0.00;20.70;3.93;0.87;97.11
lithium;60;1683037837;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037837;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037837;vda3;3830.07;700.40;78592.73;0.00;20.70;3.33;0.87;97.11
lithium;60;1683037837;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037897;vda;3783.05;766.93;81301.40;0.00;21.69;4.05;0.91;96.60
lithium;60;1683037897;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037897;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037897;vda3;3783.05;766.93;81301.40;0.00;21.69;3.44;0.91;96.60
lithium;60;1683037897;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037957;vda;3715.80;769.53;75076.27;0.00;20.41;3.55;0.79;96.66
lithium;60;1683037957;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037957;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683037957;vda3;3715.80;769.53;75076.27;0.00;20.41;2.95;0.79;96.66
lithium;60;1683037957;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038017;vda;3886.60;1494.73;92798.60;0.00;24.26;5.48;1.26;96.37
lithium;60;1683038017;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038017;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038017;vda3;3886.60;1494.73;92798.60;0.00;24.26;4.89;1.26;96.37
lithium;60;1683038017;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038077;vda;3898.57;2816.19;82191.24;0.00;21.80;4.59;1.02;97.16
lithium;60;1683038077;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038077;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038077;vda3;3898.57;2816.19;82191.24;0.00;21.80;3.98;1.02;97.16
lithium;60;1683038077;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038137;vda;3847.27;706.93;83954.80;0.00;22.01;4.80;1.09;97.63
lithium;60;1683038137;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038137;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038137;vda3;3847.27;706.93;83954.80;0.00;22.01;4.18;1.09;97.63
lithium;60;1683038137;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038197;vda;3735.30;635.27;75665.13;0.00;20.43;3.63;0.81;97.11
lithium;60;1683038197;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038197;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038197;vda3;3735.30;635.27;75665.13;0.00;20.43;3.02;0.81;97.11
lithium;60;1683038197;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038257;vda;3446.28;585.33;76273.73;0.00;22.30;4.48;1.12;96.50
lithium;60;1683038257;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038257;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038257;vda3;3446.28;585.33;76273.73;0.00;22.30;3.87;1.12;96.50
lithium;60;1683038257;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038317;vda;3766.23;524.53;86535.67;0.00;23.12;5.42;1.27;96.83
lithium;60;1683038317;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038317;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038317;vda3;3766.23;524.53;86535.67;0.00;23.12;4.80;1.27;96.83
lithium;60;1683038317;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038377;vda;3835.37;495.13;82132.33;0.00;21.54;4.45;1.00;97.79
lithium;60;1683038377;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038377;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038377;vda3;3835.37;495.13;82132.33;0.00;21.54;3.83;1.00;97.79
lithium;60;1683038377;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038437;vda;3856.13;478.13;85088.13;0.00;22.19;4.70;1.06;96.76
lithium;60;1683038437;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038437;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038437;vda3;3856.13;478.13;85088.13;0.00;22.19;4.09;1.06;96.76
lithium;60;1683038437;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038497;vda;3575.82;511.67;73610.00;0.00;20.73;3.56;0.82;97.33
lithium;60;1683038497;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038497;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038497;vda3;3575.83;511.67;73610.00;0.00;20.73;2.95;0.82;97.33
lithium;60;1683038497;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038557;vda;3759.78;520.47;81627.33;0.00;21.85;4.91;1.14;97.06
lithium;60;1683038557;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038557;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038557;vda3;3759.77;520.47;81627.33;0.00;21.85;4.30;1.14;97.06
lithium;60;1683038557;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038617;vda;4102.60;3032.13;80075.93;0.00;20.26;4.48;0.94;97.34
lithium;60;1683038617;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038617;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038617;vda3;4102.60;3032.13;80075.93;0.00;20.26;3.86;0.94;97.34
lithium;60;1683038617;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038677;vda;3780.95;459.13;81784.53;0.00;21.75;4.47;1.02;95.56
lithium;60;1683038677;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038677;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038677;vda3;3780.95;459.13;81784.53;0.00;21.75;3.86;1.02;95.56
lithium;60;1683038677;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038737;vda;3131.47;423.33;68407.33;0.00;21.98;3.98;1.08;97.24
lithium;60;1683038737;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038737;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038737;vda3;3131.47;423.33;68407.33;0.00;21.98;3.39;1.08;97.24
lithium;60;1683038737;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038797;vda;3406.58;3872.87;71113.87;0.00;22.01;4.08;1.03;95.81
lithium;60;1683038797;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038797;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038797;vda3;3406.58;3872.87;71113.87;0.00;22.01;3.49;1.03;95.81
lithium;60;1683038797;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038857;vda;3688.13;494.00;76493.47;0.00;20.87;4.20;0.97;97.58
lithium;60;1683038857;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038857;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038857;vda3;3688.13;494.00;76493.47;0.00;20.87;3.59;0.97;97.58
lithium;60;1683038857;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038917;vda;4118.72;4437.27;77924.87;0.00;20.00;4.66;0.98;96.54
lithium;60;1683038917;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038917;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038917;vda3;4118.72;4437.27;77924.87;0.00;20.00;4.06;0.98;96.54
lithium;60;1683038917;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038977;vda;3069.48;372.13;68218.47;0.00;22.35;4.55;1.29;95.28
lithium;60;1683038977;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038977;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683038977;vda3;3069.48;372.13;68218.47;0.00;22.35;3.96;1.29;95.28
lithium;60;1683038977;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039037;vda;3652.72;438.47;80369.13;0.00;22.12;4.34;1.02;96.98
lithium;60;1683039037;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039037;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039037;vda3;3652.72;438.47;80369.13;0.00;22.12;3.73;1.02;96.98
lithium;60;1683039037;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039097;vda;4033.02;671.13;96375.33;0.00;24.06;5.68;1.26;97.12
lithium;60;1683039097;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039097;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039097;vda3;4033.02;671.13;96375.33;0.00;24.06;5.08;1.26;97.12
lithium;60;1683039097;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039157;vda;3405.38;350.27;82502.73;0.00;24.33;5.10;1.32;96.00
lithium;60;1683039157;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039157;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039157;vda3;3405.38;350.27;82502.73;0.00;24.33;4.50;1.32;96.00
lithium;60;1683039157;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039217;vda;3316.18;2257.73;69301.07;0.00;21.58;4.67;1.23;96.01
lithium;60;1683039217;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039217;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039217;vda3;3316.18;2257.73;69301.07;0.00;21.58;4.08;1.23;96.01
lithium;60;1683039217;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039277;vda;3576.08;468.20;80124.27;0.00;22.54;4.21;1.00;96.84
lithium;60;1683039277;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039277;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039277;vda3;3576.08;468.20;80124.27;0.00;22.54;3.59;1.00;96.84
lithium;60;1683039277;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039337;vda;3898.23;426.93;82470.53;0.00;21.27;5.00;1.12;97.86
lithium;60;1683039337;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039337;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039337;vda3;3898.23;426.93;82470.53;0.00;21.27;4.38;1.12;97.86
lithium;60;1683039337;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039397;vda;3531.02;474.27;72333.80;0.00;20.62;3.83;0.91;97.57
lithium;60;1683039397;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039397;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039397;vda3;3531.02;474.27;72333.80;0.00;20.62;3.22;0.91;97.57
lithium;60;1683039397;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039457;vda;3295.95;186.93;74309.73;0.00;22.60;4.22;1.10;97.02
lithium;60;1683039457;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039457;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039457;vda3;3295.97;186.93;74310.00;0.00;22.60;3.63;1.10;97.02
lithium;60;1683039457;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039517;vda;3289.57;365.80;69581.53;0.00;21.26;3.84;0.99;96.57
lithium;60;1683039517;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039517;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039517;vda3;3289.55;365.80;69581.27;0.00;21.26;3.25;0.99;96.57
lithium;60;1683039517;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039577;vda;3464.15;267.47;72067.80;0.00;20.88;4.22;1.04;97.34
lithium;60;1683039577;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039577;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039577;vda3;3464.15;267.47;72067.80;0.00;20.88;3.61;1.04;97.34
lithium;60;1683039577;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039637;vda;3984.77;292.47;74086.80;1730953.40;453.06;5.88;1.32;97.41
lithium;60;1683039637;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039637;vda2;1.12;0.00;0.00;11640.33;10424.18;0.00;0.09;0.01
lithium;60;1683039637;vda3;3983.65;292.47;74086.80;1719313.07;450.26;5.27;1.32;97.41
lithium;60;1683039637;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039697;vda;3282.43;242.53;70600.80;0.00;21.58;3.89;0.99;97.81
lithium;60;1683039697;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039697;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039697;vda3;3282.43;242.53;70600.80;0.00;21.58;3.26;0.99;97.81
lithium;60;1683039697;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039757;vda;3244.90;1936.00;66265.40;0.00;21.02;3.96;1.04;96.61
lithium;60;1683039757;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039757;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039757;vda3;3244.90;1936.00;66265.40;0.00;21.02;3.36;1.04;96.61
lithium;60;1683039757;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039817;vda;3244.02;129.67;75158.00;0.00;23.21;5.07;1.38;96.45
lithium;60;1683039817;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039817;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039817;vda3;3244.02;129.67;75158.00;0.00;23.21;4.47;1.38;96.45
lithium;60;1683039817;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039877;vda;4376.18;6833.00;81265.60;0.00;20.13;5.40;1.10;96.22
lithium;60;1683039877;vda1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039877;vda2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lithium;60;1683039877;vda3;4376.18;6833.00;81265.60;0.00;20.13;4.79;1.10;96.22
lithium;60;1683039877;zram0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
